,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
"(0.01, 'ae')",16.703837235768635,16.746501445770264,16.706652800242107,16.67668128013611,16.71166714032491,16.693105061848957,16.66626747449239,16.67997670173645,16.72782039642334,16.670371850331623,16.736462275187176,16.756938139597576,16.6450293858846,16.696815888086956,16.681158383687336,16.632412036259968,16.736454486846924,16.771953026453655,16.78701384862264,16.660387357076008,16.698437531789143,16.673070271809895,16.658234755198162,16.67265748977661,16.730008284250896,16.649919112523396,16.67629337310791,16.662809292475384,16.638429800669353,16.64550773302714,16.676183064778645,16.716681083043415,16.646288951237995,16.6488299369812,16.721317052841187,16.663761377334595,16.792423089345295,16.61745564142863,16.78286059697469,16.65793577829997,16.65104015668233,16.721569061279297,16.72072235743205,16.633918921152752,16.620041131973267,16.67852528889974,16.68804144859314,16.625867287317913,16.72800572713216,16.64637780189514,16.682692607243855,16.65515597661336,16.65628449122111,16.64578938484192,16.60557492574056,28.234550793965656,16.64143403371175,16.635913848876953,16.653411785761516,16.684836784998577,16.66928458213806,16.695821682612102,16.66393208503723,16.68947712580363,16.7496501604716,16.66032036145528,16.706010580062866,16.668705622355144,16.635261694590252,16.64266363779704,16.678710619608562,16.638781706492107,16.647274255752563,16.698004007339478,16.646593650182087,16.758179267247517,16.60491371154785,16.680792172749836,16.71478533744812,16.69957383473714,16.658617575963337,16.593305508295696,16.688390334447224,28.240883032480877,16.71935534477234,16.641871134440105,28.310267051060993,28.243144353230793,16.654691616694134,16.636082728703816,16.65060846010844,16.626924912134807,28.308452606201172,16.687052329381306,16.63780077298482,16.62777916590373,16.617316325505573,16.611915985743206,16.628640095392864,16.623268127441406,
"(0.01, 'vae')",23.199727455774944,16.894697666168213,28.413254261016846,28.431522766749065,16.892952998479206,16.838709831237793,28.40792155265808,16.887415170669556,16.848529815673828,16.84691508611043,16.818424860636394,28.44884967803955,16.866799116134644,16.76450769106547,28.3562494913737,28.510199228922527,16.819804032643635,16.822734355926514,16.814435640970867,16.834122021993,16.867500225702923,16.87150700887044,16.76393000284831,16.81467866897583,16.729251384735107,16.85977093378703,16.816360155741375,16.838886817296345,28.392155806223553,28.345895290374756,16.733049710591633,16.73175287246704,16.86106546719869,16.82984972000122,16.870235125223797,16.872706015904743,16.79962166150411,28.425716797510784,16.81761368115743,16.8254812558492,16.8314786752065,28.402274131774902,16.827974637349445,16.821834723154705,16.771228551864624,16.790146827697754,16.786564270655315,16.88528498013814,16.73877016703288,16.752572536468506,28.441675901412964,16.759114424387615,16.788059790929157,16.859301884969074,16.819756984710693,16.76694122950236,16.792911291122437,16.750629981358845,16.769352674484253,16.751219431559246,16.74767605463664,28.362796545028687,16.84884484608968,16.879453818003338,16.787116289138794,16.79112450281779,16.699179967244465,16.732900619506836,16.77098059654236,16.740522623062134,28.24285825093587,16.776668230692547,16.650104761123657,16.747507254282635,16.692195971806843,16.705254475275677,16.74224066734314,16.708636204401653,16.73754858970642,16.753499348958332,16.711583455403645,16.69283938407898,16.669986248016357,16.75667945543925,16.67669089635213,16.66111159324646,16.79883948961894,16.713969707489014,16.710670471191406,16.77860673268636,28.335933287938435,16.714680671691895,16.64861782391866,28.364554166793823,16.66446050008138,16.72505807876587,16.72406029701233,16.795108318328857,16.7260688940684,16.68378973007202,
"(0.01, 'diff')",16.745944102605183,16.698214848836262,16.72930630048116,16.68558136622111,16.741710503896076,16.72228240966797,16.709697484970093,16.758134206136067,16.721195697784424,16.724153598149616,16.749566237131756,16.73067506154378,16.71730383237203,16.73679582277934,16.75537347793579,16.70354636510213,16.748055458068848,16.663233915964764,16.64069326718648,16.711891333262127,16.69980986913045,16.662533203760784,16.625853300094604,16.67829505602519,16.734375794728596,28.330513795216877,28.29615020751953,16.72145454088847,16.69090485572815,16.74863910675049,16.66233452161153,16.615581035614014,16.752941131591797,16.622833967208862,28.235602458318073,16.71988050142924,16.64225967725118,16.662118673324585,16.72370394070943,16.727686405181885,16.74266505241394,28.360746781031292,16.67780105272929,16.7024408976237,16.757806460062664,16.61945605278015,16.78031047185262,16.694019238154095,16.71164846420288,16.750042120615642,16.766066471735638,16.670172532399494,16.652740001678467,16.671440203984577,16.601369460423786,28.22128987312317,16.665173530578613,16.69710636138916,16.617403507232666,16.72962196667989,16.68024818102519,16.715018192927044,16.69581611951192,16.714261134465534,16.717386802037556,16.718992312749226,16.81146788597107,16.642733732859295,16.639285564422607,28.268699645996094,16.760719537734985,16.70228139559428,16.617473602294922,28.32205144564311,16.697893222173054,16.72824501991272,16.68458302815755,16.707222143809002,16.74857211112976,28.383986473083496,16.66602325439453,16.8136305809021,16.66003926595052,16.743736028671265,16.757071018218994,16.635396162668865,16.68890897432963,16.648598194122314,16.7597918510437,16.648998101552326,16.69611382484436,16.792741934458416,16.6671625773112,16.686174313227337,16.736144224802654,16.715531826019287,16.675552209218342,16.81790518760681,16.736237287521362,16.69904152552287,
"(0.01, 'g')",0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9807531833648682,0.5666667222976685,0.6666666865348816,0.46666669845581055,0.5,0.7333333492279053,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.46666669845581055,0.36666667461395264,0.46666669845581055,0.3333333432674408,0.2666666805744171,0.40000003576278687,0.40000003576278687,0.5666667222976685,0.4333333671092987,0.40000003576278687,0.3333333432674408,0.36666667461395264,0.36666667461395264,0.40000003576278687,0.30000001192092896,0.46666669845581055,0.2666666805744171,0.36666667461395264,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.4333333671092987,0.2666666805744171,0.46666669845581055,0.36666667461395264,0.3333333432674408,0.23333334922790527,0.4333333671092987,0.2666666805744171,0.3333333432674408,0.4333333671092987,0.46666669845581055,0.4333333671092987,0.4333333671092987,0.3333333432674408,0.30000001192092896,0.46666669845581055,0.4333333671092987,0.4333333671092987,0.3333333432674408,0.2666666805744171,0.36666667461395264,0.23333334922790527,0.3333333432674408,0.36666667461395264,0.4333333671092987,0.5,0.30000001192092896,0.40000003576278687,0.36666667461395264,0.40000003576278687,0.36666667461395264,0.23333334922790527,0.36666667461395264,0.3333333432674408,0.30000001192092896,0.4333333671092987,0.6666666865348816,0.4333333671092987,0.2666666805744171,0.36666667461395264,0.46666669845581055,0.4333333671092987,0.40000003576278687
"(0.01, 'd')",0.0,1.0001660585403442,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666667014360428,0.633333683013916,1.433333396911621,1.3333333730697632,1.5333325862884521,1.5,1.2666666507720947,1.0,1.0,1.0,1.0,1.0,1.0,0.9666666984558105,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5333333611488342,0.6333333849906921,0.5333333611488342,0.6666666865348816,0.7333333492279053,0.6000000238418579,0.6000000238418579,0.4333333671092987,0.5666667222976685,0.6000000238418579,0.6666666865348816,0.6333333849906921,0.6333333849906921,0.6000000238418579,0.7000000476837158,0.5333333611488342,0.7333333492279053,0.6333333849906921,0.6666666865348816,0.6666666865348816,0.6666666865348816,0.5666667222976685,0.7333333492279053,0.5333333611488342,0.6333333849906921,0.6666666865348816,0.7666667103767395,0.5666667222976685,0.7333333492279053,0.6666666865348816,0.5666667222976685,0.5333333611488342,0.5666667222976685,0.5666667222976685,0.6666666865348816,0.7000000476837158,0.5333333611488342,0.5666667222976685,0.5666667222976685,0.6666666865348816,0.7333333492279053,0.6333333849906921,0.7666667103767395,0.6666666865348816,0.6333333849906921,0.5666667222976685,0.5,0.7000000476837158,0.6000000238418579,0.6333333849906921,0.6000000238418579,0.6333333849906921,0.7666667103767395,0.6333333849906921,0.6666666865348816,0.7000000476837158,0.5666667222976685,0.3333333432674408,0.5666667222976685,0.7333333492279053,0.6333333849906921,0.5333333611488342,0.5666667222976685,0.6000000238418579
"(0.001, 'ae')",16.878194252649944,16.731465419133503,16.80919400850932,28.48142719268799,16.824125289916992,16.843397855758667,28.379707495371502,16.81813104947408,16.752113183339436,16.847138325373333,16.748752037684124,16.765170335769653,16.814421971638996,16.74224305152893,16.833838939666748,16.77451793352763,16.78982416788737,16.82292366027832,16.76038630803426,16.76876227060954,16.804670254389446,16.834758758544922,16.839874108632404,16.770745754241943,16.831760088602703,16.85861651102702,16.75629146893819,16.80907130241394,16.820265849431355,16.769797563552856,16.73176868756612,16.810792684555054,16.68823464711507,16.809112787246704,16.791362285614014,16.810545126597088,16.767786820729572,16.6983376344045,16.81667733192444,16.75048287709554,16.788920481999714,16.768214384714764,28.39678120613098,16.779597520828247,16.772302865982056,16.804219325383503,16.765374739964802,16.708661715189617,16.7215789159139,16.85090096791585,16.772371133168537,16.751823902130127,16.72911278406779,16.80181336402893,16.737530946731567,16.786471764246624,16.76974407831828,16.78397536277771,16.820814212163288,28.392086108525593,16.81127166748047,16.84287436803182,16.737626552581787,16.813403924306233,28.337932586669922,16.699994484583538,16.808751185735066,16.772728204727173,28.36686436335246,16.78297758102417,16.736908197402954,16.692335446675617,16.73835317293803,16.73160211245219,16.706576029459637,28.368677139282227,16.807466904322307,16.66519260406494,16.72265879313151,28.401621739069622,16.79311974843343,28.343536694844563,16.781003554662068,16.71362026532491,16.711151043574016,16.754876613616943,16.717511733373005,16.85713768005371,28.329548597335815,16.67402736345927,16.7585346698761,28.31126030286153,16.76395122210185,16.840214172999065,16.764041026433308,16.69347349802653,16.792943795522053,16.751449902852375,16.7136177221934,28.345992008845013,
"(0.001, 'vae')",29.842456499735516,20.673199494679768,18.052189985911053,17.04514519373576,16.903369506200153,16.869847059249878,16.817375898361206,16.870928923288982,16.87284739812215,16.780762275060017,16.853602011998493,16.83834369977315,16.89369575182597,16.83268690109253,16.841055472691853,16.880937496821087,16.931274731953938,16.832099358240765,16.87572701772054,16.866917769114178,16.838757435480755,16.805546124776203,16.765617847442627,16.785127878189087,16.768131812413532,16.89016556739807,16.834187746047974,16.73625834782918,28.490512053171795,16.88995099067688,16.877232313156128,16.821022748947144,16.89146916071574,16.871817111968994,28.448684374491375,16.793871482213337,16.806140184402466,28.49368945757548,16.836002985636394,16.861175457636516,16.83238975207011,16.802658081054688,16.92562238375346,16.810442288716633,16.859893480936687,16.8745010693868,16.81139810880025,16.808383862177532,16.815009832382202,28.370015541712444,16.842060645421345,16.812336365381878,16.755624294281006,16.80703854560852,16.85209051767985,16.800748586654663,16.872139533360798,28.386550505956013,16.754781246185303,28.412529309590656,16.88109477361043,16.851574738820393,16.828543424606323,16.75945242245992,16.785607655843098,16.726906458536785,16.82059121131897,16.762492338816326,16.851651350657146,16.856622378031414,16.719401041666668,16.77916407585144,16.775615056355793,16.81368549664815,16.748396317164104,16.906694412231445,16.887003739674885,16.734473705291748,16.85006880760193,16.826497316360474,16.762187719345093,16.877851247787476,16.89608931541443,16.816711107889812,16.725523312886555,16.77132773399353,16.80212640762329,28.551538467407227,16.769399483998615,16.801300366719563,16.7087189356486,16.775828679402668,28.44226574897766,16.84321165084839,28.50313385327657,16.85031270980835,16.71140440305074,28.387391010920208,16.76301606496175,16.792980432510376,
"(0.001, 'diff')",16.74561111132304,16.79625678062439,16.84875750541687,16.734392563501995,16.777164220809937,16.787803332010906,16.793070634206135,16.760938962300617,16.814507563908894,16.867049853007,16.95105489095052,16.751866976420086,16.76779588063558,16.871506849924724,16.782862901687622,16.69982608159383,16.789806604385376,16.79785696665446,16.9167054494222,16.792676369349163,16.69275951385498,16.79457155863444,16.808083375295002,16.81608502070109,16.730616966883343,16.827043612798054,16.676355441411335,16.790404558181763,16.745298147201538,16.758957862854004,16.828301429748535,16.85851176579793,28.440305789311726,16.689476172129314,28.393823862075806,28.403290192286175,16.734744389851887,16.730300108591717,28.392911911010742,16.780868927637737,16.715383927027386,16.839089393615723,16.8312029838562,16.77065873146057,28.319920619328816,16.74148424466451,16.74785526593526,16.761242230733234,28.446348349253338,16.800734599431355,28.412924766540527,16.761813004811604,16.824129343032837,16.781323273976643,16.82503906885783,16.783300479253132,16.830944458643597,28.271258036295574,16.744717121124268,16.700221220652264,16.757587830225628,28.41196036338806,16.754454135894775,16.73663330078125,28.41513140996297,16.76735822359721,16.79498751958211,16.691030820210774,16.829341411590576,16.77617923418681,16.708629846572876,16.834092060724895,16.8363200823466,16.82484221458435,16.799304008483887,16.749795118967693,16.845351696014404,16.8534730275472,16.783731540044148,16.805788278579712,16.739042043685913,16.807414293289185,16.795206626256306,28.431241989135742,16.71977949142456,16.712809324264526,16.73688801129659,16.82132371266683,16.787713209788006,16.673720836639404,16.744810581207275,16.701144377390545,16.79058265686035,16.720914204915363,16.77672855059306,16.827366828918457,16.771481434504192,16.827343304951984,16.801255385080974,16.81420151392619,
"(0.001, 'g')",0.0,0.7666679620742798,0.8000000715255737,0.7333333492279053,0.8333333730697632,0.933340847492218,0.8333333730697632,0.9666666984558105,0.9666666984558105,0.9000000357627869,0.9666666984558105,0.9333333969116211,0.9000000357627869,0.9666666984558105,0.9666666984558105,0.9333333969116211,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9666688442230225,0.9666668176651001,0.9333333969116211,1.0,0.9666928648948669,0.8538488149642944,0.9785087704658508,0.8979955315589905,0.9191991686820984,0.9515401721000671,0.9486266374588013,0.9620281457901001,0.9477025866508484,0.9633207321166992,0.9085578322410583,0.986620306968689,0.950208842754364,0.9525420665740967,0.957639217376709,0.9524810314178467,0.9755281805992126,0.9639646410942078,0.9462296366691589,0.950829803943634,0.982442319393158,0.9675601124763489,0.9596614241600037,0.9677804708480835,0.9637112021446228,0.9598265886306763,0.9553425908088684,0.9507926106452942,0.9282457232475281,0.9477989673614502,0.9306110739707947
"(0.001, 'd')",0.0,0.266609787940979,0.2000001221895218,0.2666666805744171,0.1666666716337204,0.06651992350816727,0.1666666716337204,0.03333333879709244,0.03333333879709244,0.10000001639127731,0.03333341330289841,0.06666669994592667,0.10000000894069672,0.03333333879709244,0.03333333879709244,0.06666667014360428,2.938994325685229e-10,5.120339263697815e-09,8.482938795850714e-09,1.0448441001287279e-09,5.0360613457201e-09,1.8198975659799999e-09,2.2867541193960506e-09,5.903032285203835e-09,4.528037944595553e-10,7.86409770636709e-10,1.698931412219551e-10,7.914284338994548e-09,2.2497437246471463e-09,3.6682717974301227e-10,1.0431928654242029e-09,1.4452572472123393e-09,8.785515426268375e-09,3.868995346323345e-09,1.26163364200238e-08,5.832444305298168e-09,6.560231025076746e-09,3.614867294388091e-10,5.204356390287046e-10,6.985720335528356e-10,9.108694354331703e-10,5.031255856380312e-09,2.550787081556649e-10,1.4546468196652285e-10,1.5993484314691386e-09,1.6333814856217543e-10,7.593712880726855e-10,2.992953107572305e-10,1.8107857435722963e-09,9.596448080628761e-10,1.013873499045026e-10,6.718314793374702e-10,1.1795711074569226e-09,2.802778564792163e-10,3.551946958779695e-09,2.5507965184523584e-10,8.404295037678366e-10,6.514568884341543e-10,8.757539138315451e-10,1.4313410179322972e-10,6.100653870966255e-10,3.186509667241211e-10,1.2390393155925494e-09,5.343428477466716e-10,1.198614540953713e-10,1.4119649893729047e-09,0.0330415740609169,0.03326214849948883,0.06665664166212082,4.0419106994704634e-07,0.048829592764377594,0.2650975286960602,0.03468428924679756,0.019932514056563377,0.014902523718774319,0.011334502138197422,0.007853170856833458,0.004475680645555258,0.007454345468431711,0.010457786731421947,0.015388790518045425,0.03441551700234413,0.005135792773216963,0.007184360641986132,0.00468445336446166,0.01714993454515934,0.0015046600019559264,0.015167184174060822,0.014419143088161945,0.005801396910101175,0.0008956168894656003,0.004111739341169596,0.004612193908542395,0.0028605367988348007,0.003035419387742877,0.005119438748806715,0.0038438658230006695,0.007463607471436262,0.010520766489207745,0.007576163858175278,0.0134053286164999
